date,zone,rainfall_mm,peak_hourly_mm,temp_c,aqi,is_cyclone_event,heavy_rain_trigger,extreme_rain_trigger,heat_wave_trigger,aqi_trigger,disruption_active,disruption_hours
2014-01-03,Porur,0.0,0.0,26.4,83,0,0,0,0,0,0,0.0
2014-01-03,Perambur,0.0,0.0,26.2,82,0,0,0,0,0,0,0.0
2014-01-03,Chromepet,0.0,0.0,26.5,82,0,0,0,0,0,0,0.0
2014-01-03,Sholinganallur,0.0,0.0,25.3,80,0,0,0,0,0,0,0.0
2014-01-03,Guindy,0.0,0.0,26.2,86,0,0,0,0,0,0,0.0
2014-01-04,Adyar,0.0,0.0,23.9,99,0,0,0,0,0,0,0.0
2014-01-04,Velachery,0.0,0.0,22.9,95,0,0,0,0,0,0,0.0
2014-01-04,Tambaram,0.0,0.0,23.1,93,0,0,0,0,0,0,0.0
2014-01-04,Anna Nagar,0.0,0.0,23.6,85,0,0,0,0,0,0,0.0
2014-01-04,T Nagar,0.0,0.0,23.5,94,0,0,0,0,0,0,0.0
2014-01-04,Porur,0.0,0.0,23.3,85,0,0,0,0,0,0,0.0
2014-01-04,Perambur,0.0,0.0,23.3,98,0,0,0,0,0,0,0.0
2014-01-04,Chromepet,0.0,0.0,23.1,97,0,0,0,0,0,0,0.0
2014-01-04,Sholinganallur,0.0,0.0,24.2,96,0,0,0,0,0,0,0.0
2014-01-04,Guindy,0.0,0.0,24.8,98,0,0,0,0,0,0,0.0
2014-01-05,Adyar,0.0,0.0,20.5,116,0,0,0,0,0,0,0.0
2014-01-05,Velachery,0.0,0.0,20.6,100,0,0,0,0,0,0,0.0
2014-01-05,Tambaram,0.0,0.0,20.5,97,0,0,0,0,0,0,0.0
2014-01-05,Anna Nagar,0.0,0.0,20.0,109,0,0,0,0,0,0,0.0
2014-01-05,T Nagar,0.0,0.0,19.9,102,0,0,0,0,0,0,0.0
2014-01-05,Porur,0.0,0.0,20.8,111,0,0,0,0,0,0,0.0
2014-01-05,Perambur,0.0,0.0,20.3,109,0,0,0,0,0,0,0.0
2014-01-05,Chromepet,0.0,0.0,20.0,118,0,0,0,0,0,0,0.0
2014-01-05,Sholinganallur,0.0,0.0,20.4,110,0,0,0,0,0,0,0.0
2014-01-05,Guindy,0.0,0.0,21.1,101,0,0,0,0,0,0,0.0
2014-01-06,Adyar,0.0,0.0,21.3,101,0,0,0,0,0,0,0.0
2014-01-06,Velachery,0.0,0.0,21.7,100,0,0,0,0,0,0,0.0
2014-01-06,Tambaram,0.0,0.0,20.9,100,0,0,0,0,0,0,0.0
2014-01-06,Anna Nagar,0.0,0.0,21.1,97,0,0,0,0,0,0,0.0
2014-01-06,T Nagar,0.0,0.0,21.9,96,0,0,0,0,0,0,0.0
2014-01-06,Porur,0.0,0.0,21.3,97,0,0,0,0,0,0,0.0
2014-01-06,Perambur,0.0,0.0,21.5,99,0,0,0,0,0,0,0.0
2014-01-06,Chromepet,0.0,0.0,21.5,94,0,0,0,0,0,0,0.0
2014-01-06,Sholinganallur,0.0,0.0,21.4,97,0,0,0,0,0,0,0.0
2014-01-06,Guindy,0.0,0.0,21.4,86,0,0,0,0,0,0,0.0
2014-01-07,Adyar,0.0,0.0,23.7,75,0,0,0,0,0,0,0.0
2014-01-07,Velachery,0.0,0.0,24.4,77,0,0,0,0,0,0,0.0
2014-01-07,Tambaram,0.0,0.0,23.9,67,0,0,0,0,0,0,0.0
2014-01-07,Anna Nagar,0.0,0.0,23.6,77,0,0,0,0,0,0,0.0
2014-01-07,T Nagar,0.0,0.0,23.6,71,0,0,0,0,0,0,0.0
2014-01-07,Porur,0.0,0.0,24.3,66,0,0,0,0,0,0,0.0
2014-01-07,Perambur,0.0,0.0,23.3,76,0,0,0,0,0,0,0.0
2014-01-07,Chromepet,0.0,0.0,23.7,74,0,0,0,0,0,0,0.0
2014-01-07,Sholinganallur,0.0,0.0,25.0,70,0,0,0,0,0,0,0.0
2014-01-07,Guindy,0.0,0.0,24.4,71,0,0,0,0,0,0,0.0
2014-01-08,Adyar,0.0,0.0,24.5,99,0,0,0,0,0,0,0.0
2014-01-08,Velachery,0.0,0.0,25.1,102,0,0,0,0,0,0,0.0
2014-01-08,Tambaram,0.0,0.0,25.1,97,0,0,0,0,0,0,0.0
2014-01-08,Anna Nagar,0.0,0.0,26.3,93,0,0,0,0,0,0,0.0
2014-01-08,T Nagar,0.0,0.0,25.4,90,0,0,0,0,0,0,0.0
2014-01-08,Porur,0.0,0.0,25.2,102,0,0,0,0,0,0,0.0
2014-01-08,Perambur,0.0,0.0,25.3,108,0,0,0,0,0,0,0.0
2014-01-08,Chromepet,0.0,0.0,25.1,91,0,0,0,0,0,0,0.0
2014-01-08,Sholinganallur,0.0,0.0,24.9,91,0,0,0,0,0,0,0.0
2014-01-08,Guindy,0.0,0.0,25.2,90,0,0,0,0,0,0,0.0
2014-01-09,Adyar,0.0,0.0,22.9,82,0,0,0,0,0,0,0.0
2014-01-09,Velachery,0.0,0.0,22.8,80,0,0,0,0,0,0,0.0
2014-01-09,Tambaram,0.0,0.0,23.1,75,0,0,0,0,0,0,0.0
2014-01-09,Anna Nagar,0.0,0.0,22.1,82,0,0,0,0,0,0,0.0
2014-01-09,T Nagar,0.0,0.0,23.1,80,0,0,0,0,0,0,0.0
2014-01-09,Porur,0.0,0.0,22.5,75,0,0,0,0,0,0,0.0
2014-01-09,Perambur,0.0,0.0,22.6,70,0,0,0,0,0,0,0.0
2014-01-09,Chromepet,0.0,0.0,22.4,79,0,0,0,0,0,0,0.0
2014-01-09,Sholinganallur,0.0,0.0,23.0,74,0,0,0,0,0,0,0.0
2014-01-09,Guindy,0.0,0.0,22.8,70,0,0,0,0,0,0,0.0
2014-01-10,Adyar,0.0,0.0,24.5,68,0,0,0,0,0,0,0.0
2014-01-10,Velachery,0.0,0.0,24.9,73,0,0,0,0,0,0,0.0
2014-01-10,Tambaram,0.0,0.0,24.8,73,0,0,0,0,0,0,0.0
2014-01-10,Anna Nagar,0.0,0.0,24.0,74,0,0,0,0,0,0,0.0
2014-01-10,T Nagar,0.0,0.0,23.2,74,0,0,0,0,0,0,0.0
2014-01-10,Porur,0.0,0.0,25.0,70,0,0,0,0,0,0,0.0
2014-01-10,Perambur,0.0,0.0,24.8,64,0,0,0,0,0,0,0.0
2014-01-10,Chromepet,0.0,0.0,24.6,69,0,0,0,0,0,0,0.0
2014-01-10,Sholinganallur,0.0,0.0,24.2,67,0,0,0,0,0,0,0.0
2014-01-10,Guindy,0.0,0.0,24.7,71,0,0,0,0,0,0,0.0
2014-01-11,Adyar,0.0,0.0,30.1,95,0,0,0,0,0,0,0.0
2014-01-11,Velachery,0.0,0.0,29.8,101,0,0,0,0,0,0,0.0
2014-01-11,Tambaram,0.0,0.0,29.3,95,0,0,0,0,0,0,0.0
2014-01-11,Anna Nagar,0.0,0.0,29.4,94,0,0,0,0,0,0,0.0
2014-01-11,T Nagar,0.0,0.0,29.9,102,0,0,0,0,0,0,0.0
2014-01-11,Porur,0.0,0.0,30.6,96,0,0,0,0,0,0,0.0
2014-01-11,Perambur,0.0,0.0,29.0,98,0,0,0,0,0,0,0.0
2014-01-11,Chromepet,0.0,0.0,30.6,84,0,0,0,0,0,0,0.0
2014-01-11,Sholinganallur,0.0,0.0,28.8,98,0,0,0,0,0,0,0.0
2014-01-11,Guindy,0.0,0.0,30.4,99,0,0,0,0,0,0,0.0
2014-01-12,Adyar,0.0,0.0,20.8,77,0,0,0,0,0,0,0.0
2014-01-12,Velachery,0.0,0.0,20.2,69,0,0,0,0,0,0,0.0
2014-01-12,Tambaram,0.0,0.0,19.3,79,0,0,0,0,0,0,0.0
2014-01-12,Anna Nagar,0.0,0.0,20.3,70,0,0,0,0,0,0,0.0
2014-01-12,T Nagar,0.0,0.0,20.1,73,0,0,0,0,0,0,0.0
2014-01-12,Porur,0.0,0.0,20.8,73,0,0,0,0,0,0,0.0
2014-01-12,Perambur,0.0,0.0,20.8,67,0,0,0,0,0,0,0.0
2014-01-12,Chromepet,0.0,0.0,20.5,65,0,0,0,0,0,0,0.0
2014-01-12,Sholinganallur,0.0,0.0,20.5,71,0,0,0,0,0,0,0.0
2014-01-12,Guindy,0.0,0.0,19.9,77,0,0,0,0,0,0,0.0
2014-01-13,Adyar,0.0,0.0,25.6,98,0,0,0,0,0,0,0.0
2014-01-13,Velachery,0.0,0.0,26.4,90,0,0,0,0,0,0,0.0
2014-01-13,Tambaram,0.0,0.0,26.6,86,0,0,0,0,0,0,0.0
2014-01-13,Anna Nagar,0.0,0.0,26.0,98,0,0,0,0,0,0,0.0
2014-01-13,T Nagar,0.0,0.0,26.2,85,0,0,0,0,0,0,0.0
2014-01-13,Porur,0.0,0.0,26.1,84,0,0,0,0,0,0,0.0
2014-01-13,Perambur,0.0,0.0,27.4,88,0,0,0,0,0,0,0.0
2014-01-13,Chromepet,0.0,0.0,26.5,93,0,0,0,0,0,0,0.0
2014-01-13,Sholinganallur,0.0,0.0,26.4,98,0,0,0,0,0,0,0.0
2014-01-13,Guindy,0.0,0.0,26.3,85,0,0,0,0,0,0,0.0
2014-01-14,Adyar,0.0,0.0,23.7,37,0,0,0,0,0,0,0.0
2014-01-14,Velachery,0.0,0.0,22.8,38,0,0,0,0,0,0,0.0
2014-01-14,Tambaram,0.0,0.0,22.9,38,0,0,0,0,0,0,0.0
2014-01-14,Anna Nagar,0.0,0.0,22.9,36,0,0,0,0,0,0,0.0
2014-01-14,T Nagar,0.0,0.0,23.4,35,0,0,0,0,0,0,0.0
2014-01-14,Porur,0.0,0.0,23.8,37,0,0,0,0,0,0,0.0
2014-01-14,Perambur,0.0,0.0,23.1,38,0,0,0,0,0,0,0.0
2014-01-14,Chromepet,0.0,0.0,24.1,36,0,0,0,0,0,0,0.0
2014-01-14,Sholinganallur,0.0,0.0,23.3,36,0,0,0,0,0,0,0.0
2014-01-14,Guindy,0.0,0.0,23.4,35,0,0,0,0,0,0,0.0
2014-01-15,Adyar,0.0,0.0,23.1,82,0,0,0,0,0,0,0.0
2014-01-15,Velachery,0.0,0.0,22.6,70,0,0,0,0,0,0,0.0
2014-01-15,Tambaram,0.0,0.0,22.8,81,0,0,0,0,0,0,0.0
2014-01-15,Anna Nagar,0.0,0.0,23.4,82,0,0,0,0,0,0,0.0
2014-01-15,T Nagar,0.0,0.0,22.7,72,0,0,0,0,0,0,0.0
2014-01-15,Porur,0.0,0.0,23.3,76,0,0,0,0,0,0,0.0
2014-01-15,Perambur,0.0,0.0,23.4,77,0,0,0,0,0,0,0.0
2014-01-15,Chromepet,0.0,0.0,22.2,76,0,0,0,0,0,0,0.0
2014-01-15,Sholinganallur,0.0,0.0,23.5,70,0,0,0,0,0,0,0.0
2014-01-15,Guindy,0.0,0.0,22.8,79,0,0,0,0,0,0,0.0
2014-01-16,Adyar,0.0,0.0,17.9,73,0,0,0,0,0,0,0.0
2014-01-16,Velachery,0.0,0.0,17.9,72,0,0,0,0,0,0,0.0
2014-01-16,Tambaram,0.0,0.0,17.5,64,0,0,0,0,0,0,0.0
2014-01-16,Anna Nagar,0.0,0.0,18.1,73,0,0,0,0,0,0,0.0
2014-01-16,T Nagar,0.0,0.0,17.7,67,0,0,0,0,0,0,0.0
2014-01-16,Porur,0.0,0.0,18.3,67,0,0,0,0,0,0,0.0
2014-01-16,Perambur,0.0,0.0,17.0,72,0,0,0,0,0,0,0.0
2014-01-16,Chromepet,0.0,0.0,17.8,69,0,0,0,0,0,0,0.0
2014-01-16,Sholinganallur,0.0,0.0,17.9,63,0,0,0,0,0,0,0.0
2014-01-16,Guindy,0.0,0.0,18.1,73,0,0,0,0,0,0,0.0
2014-01-17,Adyar,0.0,0.0,26.8,82,0,0,0,0,0,0,0.0
2014-01-17,Velachery,0.0,0.0,26.0,90,0,0,0,0,0,0,0.0
2014-01-17,Tambaram,0.0,0.0,26.3,91,0,0,0,0,0,0,0.0
2014-01-17,Anna Nagar,0.0,0.0,25.9,81,0,0,0,0,0,0,0.0
2014-01-17,T Nagar,0.0,0.0,26.6,88,0,0,0,0,0,0,0.0
2014-01-17,Porur,0.0,0.0,27.4,80,0,0,0,0,0,0,0.0
2014-01-17,Perambur,0.0,0.0,26.7,84,0,0,0,0,0,0,0.0
2014-01-17,Chromepet,0.0,0.0,26.4,86,0,0,0,0,0,0,0.0
2014-01-17,Sholinganallur,0.0,0.0,26.5,92,0,0,0,0,0,0,0.0
2014-01-17,Guindy,0.0,0.0,26.8,89,0,0,0,0,0,0,0.0
2014-01-18,Adyar,0.0,0.0,28.7,120,0,0,0,0,0,0,0.0
2014-01-18,Velachery,0.0,0.0,29.1,118,0,0,0,0,0,0,0.0
2014-01-18,Tambaram,0.0,0.0,30.0,119,0,0,0,0,0,0,0.0
2014-01-18,Anna Nagar,0.0,0.0,29.0,107,0,0,0,0,0,0,0.0
2014-01-18,T Nagar,0.0,0.0,29.1,107,0,0,0,0,0,0,0.0
2014-01-18,Porur,0.0,0.0,27.5,107,0,0,0,0,0,0,0.0
2014-01-18,Perambur,0.0,0.0,28.1,104,0,0,0,0,0,0,0.0
2014-01-18,Chromepet,0.0,0.0,28.6,109,0,0,0,0,0,0,0.0
2014-01-18,Sholinganallur,0.0,0.0,28.2,112,0,0,0,0,0,0,0.0
2014-01-18,Guindy,0.0,0.0,29.0,109,0,0,0,0,0,0,0.0
2014-01-19,Adyar,0.0,0.0,24.1,92,0,0,0,0,0,0,0.0
2014-01-19,Velachery,0.0,0.0,23.9,79,0,0,0,0,0,0,0.0
2014-01-19,Tambaram,0.0,0.0,23.9,80,0,0,0,0,0,0,0.0
2014-01-19,Anna Nagar,0.0,0.0,24.8,86,0,0,0,0,0,0,0.0
2014-01-19,T Nagar,0.0,0.0,23.3,82,0,0,0,0,0,0,0.0
2014-01-19,Porur,0.0,0.0,23.6,79,0,0,0,0,0,0,0.0
2014-01-19,Perambur,0.0,0.0,24.4,90,0,0,0,0,0,0,0.0
2014-01-19,Chromepet,0.0,0.0,23.4,93,0,0,0,0,0,0,0.0
2014-01-19,Sholinganallur,0.0,0.0,23.9,83,0,0,0,0,0,0,0.0
2014-01-19,Guindy,0.0,0.0,23.8,93,0,0,0,0,0,0,0.0
2014-01-20,Adyar,0.0,0.0,20.5,87,0,0,0,0,0,0,0.0
2014-01-20,Velachery,0.0,0.0,22.2,93,0,0,0,0,0,0,0.0
2014-01-20,Tambaram,0.0,0.0,21.7,98,0,0,0,0,0,0,0.0
2014-01-20,Anna Nagar,0.0,0.0,20.6,95,0,0,0,0,0,0,0.0
2014-01-20,T Nagar,0.0,0.0,21.8,102,0,0,0,0,0,0,0.0
2014-01-20,Porur,0.0,0.0,21.3,87,0,0,0,0,0,0,0.0
2014-01-20,Perambur,0.0,0.0,21.0,99,0,0,0,0,0,0,0.0
2014-01-20,Chromepet,0.0,0.0,21.1,97,0,0,0,0,0,0,0.0
2014-01-20,Sholinganallur,0.0,0.0,20.5,87,0,0,0,0,0,0,0.0
2014-01-20,Guindy,0.0,0.0,21.6,103,0,0,0,0,0,0,0.0
2014-01-21,Adyar,0.0,0.0,27.1,125,0,0,0,0,0,0,0.0
2014-01-21,Velachery,0.0,0.0,27.4,108,0,0,0,0,0,0,0.0
2014-01-21,Tambaram,0.0,0.0,27.7,118,0,0,0,0,0,0,0.0
2014-01-21,Anna Nagar,0.0,0.0,27.3,121,0,0,0,0,0,0,0.0
2014-01-21,T Nagar,0.0,0.0,28.3,115,0,0,0,0,0,0,0.0
2014-01-21,Porur,0.0,0.0,28.1,105,0,0,0,0,0,0,0.0
2014-01-21,Perambur,0.0,0.0,29.3,105,0,0,0,0,0,0,0.0
2014-01-21,Chromepet,0.0,0.0,28.0,106,0,0,0,0,0,0,0.0
2014-01-21,Sholinganallur,0.0,0.0,27.7,115,0,0,0,0,0,0,0.0
2014-01-21,Guindy,0.0,0.0,29.0,122,0,0,0,0,0,0,0.0
2014-01-22,Adyar,0.0,0.0,24.9,57,0,0,0,0,0,0,0.0
2014-01-22,Velachery,0.0,0.0,25.4,55,0,0,0,0,0,0,0.0
2014-01-22,Tambaram,0.0,0.0,25.3,55,0,0,0,0,0,0,0.0
2014-01-22,Anna Nagar,0.0,0.0,25.9,58,0,0,0,0,0,0,0.0
2014-01-22,T Nagar,0.0,0.0,26.0,55,0,0,0,0,0,0,0.0
2014-01-22,Porur,0.0,0.0,25.6,50,0,0,0,0,0,0,0.0
2014-01-22,Perambur,0.0,0.0,26.1,57,0,0,0,0,0,0,0.0
2014-01-22,Chromepet,0.0,0.0,25.5,56,0,0,0,0,0,0,0.0
2014-01-22,Sholinganallur,0.0,0.0,25.0,50,0,0,0,0,0,0,0.0
2014-01-22,Guindy,0.0,0.0,26.2,51,0,0,0,0,0,0,0.0
2014-01-23,Adyar,0.0,0.0,22.4,107,0,0,0,0,0,0,0.0
2014-01-23,Velachery,0.0,0.0,22.9,115,0,0,0,0,0,0,0.0
2014-01-23,Tambaram,0.0,0.0,23.5,102,0,0,0,0,0,0,0.0
2014-01-23,Anna Nagar,0.0,0.0,22.2,110,0,0,0,0,0,0,0.0
2014-01-23,T Nagar,0.0,0.0,22.2,109,0,0,0,0,0,0,0.0
2014-01-23,Porur,0.0,0.0,22.2,100,0,0,0,0,0,0,0.0
2014-01-23,Perambur,0.0,0.0,22.4,94,0,0,0,0,0,0,0.0
2014-01-23,Chromepet,0.0,0.0,22.5,99,0,0,0,0,0,0,0.0
2014-01-23,Sholinganallur,0.0,0.0,22.9,96,0,0,0,0,0,0,0.0
2014-01-23,Guindy,0.0,0.0,22.3,107,0,0,0,0,0,0,0.0
2014-01-24,Adyar,0.0,0.0,24.2,88,0,0,0,0,0,0,0.0
2014-01-24,Velachery,0.0,0.0,24.1,91,0,0,0,0,0,0,0.0
2014-01-24,Tambaram,0.0,0.0,24.2,101,0,0,0,0,0,0,0.0
2014-01-24,Anna Nagar,0.0,0.0,23.8,87,0,0,0,0,0,0,0.0
2014-01-24,T Nagar,0.0,0.0,25.6,88,0,0,0,0,0,0,0.0
2014-01-24,Porur,0.0,0.0,24.9,101,0,0,0,0,0,0,0.0
2014-01-24,Perambur,0.0,0.0,24.7,101,0,0,0,0,0,0,0.0
2014-01-24,Chromepet,0.0,0.0,25.0,92,0,0,0,0,0,0,0.0
2014-01-24,Sholinganallur,0.0,0.0,24.0,98,0,0,0,0,0,0,0.0
2014-01-24,Guindy,0.0,0.0,24.4,86,0,0,0,0,0,0,0.0
2014-01-25,Adyar,0.0,0.0,15.6,64,0,0,0,0,0,0,0.0
2014-01-25,Velachery,0.0,0.0,16.2,70,0,0,0,0,0,0,0.0
2014-01-25,Tambaram,0.0,0.0,15.7,71,0,0,0,0,0,0,0.0
2014-01-25,Anna Nagar,0.0,0.0,15.6,68,0,0,0,0,0,0,0.0
2014-01-25,T Nagar,0.0,0.0,15.2,72,0,0,0,0,0,0,0.0
2014-01-25,Porur,0.0,0.0,15.4,62,0,0,0,0,0,0,0.0
2014-01-25,Perambur,0.0,0.0,15.4,67,0,0,0,0,0,0,0.0
2014-01-25,Chromepet,0.0,0.0,15.3,68,0,0,0,0,0,0,0.0
2014-01-25,Sholinganallur,0.0,0.0,15.4,61,0,0,0,0,0,0,0.0
2014-01-25,Guindy,0.0,0.0,16.1,68,0,0,0,0,0,0,0.0
2014-01-26,Adyar,0.0,0.0,22.0,80,0,0,0,0,0,0,0.0
2014-01-26,Velachery,0.0,0.0,23.4,94,0,0,0,0,0,0,0.0
2014-01-26,Tambaram,0.0,0.0,23.1,92,0,0,0,0,0,0,0.0
2014-01-26,Anna Nagar,0.0,0.0,22.6,84,0,0,0,0,0,0,0.0
2014-01-26,T Nagar,0.0,0.0,22.0,91,0,0,0,0,0,0,0.0
2014-01-26,Porur,0.0,0.0,22.7,87,0,0,0,0,0,0,0.0
2014-01-26,Perambur,0.0,0.0,23.4,91,0,0,0,0,0,0,0.0
2014-01-26,Chromepet,0.0,0.0,23.5,81,0,0,0,0,0,0,0.0
2014-01-26,Sholinganallur,0.0,0.0,22.3,86,0,0,0,0,0,0,0.0
2014-01-26,Guindy,0.0,0.0,23.7,86,0,0,0,0,0,0,0.0
2014-01-27,Adyar,0.0,0.0,22.2,69,0,0,0,0,0,0,0.0
2014-01-27,Velachery,0.0,0.0,22.8,76,0,0,0,0,0,0,0.0
2014-01-27,Tambaram,0.0,0.0,22.5,75,0,0,0,0,0,0,0.0
2014-01-27,Anna Nagar,0.0,0.0,22.9,76,0,0,0,0,0,0,0.0
2014-01-27,T Nagar,0.0,0.0,21.9,70,0,0,0,0,0,0,0.0
2014-01-27,Porur,0.0,0.0,23.1,64,0,0,0,0,0,0,0.0
2014-01-27,Perambur,0.0,0.0,22.0,75,0,0,0,0,0,0,0.0
2014-01-27,Chromepet,0.0,0.0,21.3,69,0,0,0,0,0,0,0.0
2014-01-27,Sholinganallur,0.0,0.0,22.6,68,0,0,0,0,0,0,0.0
2014-01-27,Guindy,0.0,0.0,22.4,70,0,0,0,0,0,0,0.0
2014-01-28,Adyar,0.0,0.0,23.6,61,0,0,0,0,0,0,0.0
2014-01-28,Velachery,0.0,0.0,24.0,55,0,0,0,0,0,0,0.0
2014-01-28,Tambaram,0.0,0.0,24.5,61,0,0,0,0,0,0,0.0
2014-01-28,Anna Nagar,0.0,0.0,24.3,56,0,0,0,0,0,0,0.0
2014-01-28,T Nagar,0.0,0.0,24.9,55,0,0,0,0,0,0,0.0
2014-01-28,Porur,0.0,0.0,24.2,64,0,0,0,0,0,0,0.0
2014-01-28,Perambur,0.0,0.0,24.0,55,0,0,0,0,0,0,0.0
2014-01-28,Chromepet,0.0,0.0,24.5,62,0,0,0,0,0,0,0.0
2014-01-28,Sholinganallur,0.0,0.0,23.5,55,0,0,0,0,0,0,0.0
2014-01-28,Guindy,0.0,0.0,23.7,60,0,0,0,0,0,0,0.0
2014-01-29,Adyar,0.0,0.0,22.0,103,0,0,0,0,0,0,0.0
2014-01-29,Velachery,0.0,0.0,21.2,95,0,0,0,0,0,0,0.0
2014-01-29,Tambaram,0.0,0.0,21.4,104,0,0,0,0,0,0,0.0
2014-01-29,Anna Nagar,0.0,0.0,22.5,109,0,0,0,0,0,0,0.0
2014-01-29,T Nagar,0.0,0.0,22.5,101,0,0,0,0,0,0,0.0
2014-01-29,Porur,0.0,0.0,21.4,108,0,0,0,0,0,0,0.0
2014-01-29,Perambur,0.0,0.0,22.4,101,0,0,0,0,0,0,0.0
2014-01-29,Chromepet,0.0,0.0,22.4,104,0,0,0,0,0,0,0.0
2014-01-29,Sholinganallur,0.0,0.0,21.7,94,0,0,0,0,0,0,0.0
2014-01-29,Guindy,0.0,0.0,22.3,98,0,0,0,0,0,0,0.0
2014-01-30,Adyar,0.0,0.0,27.3,54,0,0,0,0,0,0,0.0
2014-01-30,Velachery,0.0,0.0,26.2,46,0,0,0,0,0,0,0.0
2014-01-30,Tambaram,0.0,0.0,25.8,47,0,0,0,0,0,0,0.0
2014-01-30,Anna Nagar,0.0,0.0,27.0,47,0,0,0,0,0,0,0.0
2014-01-30,T Nagar,0.0,0.0,27.3,46,0,0,0,0,0,0,0.0
2014-01-30,Porur,0.0,0.0,27.5,53,0,0,0,0,0,0,0.0
2014-01-30,Perambur,0.0,0.0,26.7,47,0,0,0,0,0,0,0.0
2014-01-30,Chromepet,0.0,0.0,26.6,54,0,0,0,0,0,0,0.0
2014-01-30,Sholinganallur,0.0,0.0,26.8,49,0,0,0,0,0,0,0.0
2014-01-30,Guindy,0.0,0.0,27.1,46,0,0,0,0,0,0,0.0
2014-01-31,Adyar,0.0,0.0,25.4,94,0,0,0,0,0,0,0.0
2014-01-31,Velachery,0.0,0.0,24.3,90,0,0,0,0,0,0,0.0
2014-01-31,Tambaram,0.0,0.0,24.0,97,0,0,0,0,0,0,0.0
2014-01-31,Anna Nagar,0.0,0.0,25.3,97,0,0,0,0,0,0,0.0
2014-01-31,T Nagar,0.0,0.0,25.6,97,0,0,0,0,0,0,0.0
2014-01-31,Porur,0.0,0.0,24.3,85,0,0,0,0,0,0,0.0
2014-01-31,Perambur,0.0,0.0,24.7,97,0,0,0,0,0,0,0.0
2014-01-31,Chromepet,0.0,0.0,23.8,86,0,0,0,0,0,0,0.0
2014-01-31,Sholinganallur,0.0,0.0,24.3,85,0,0,0,0,0,0,0.0
2014-01-31,Guindy,0.0,0.0,24.5,95,0,0,0,0,0,0,0.0
2014-02-01,Adyar,0.0,0.0,24.8,105,0,0,0,0,0,0,0.0
2014-02-01,Velachery,0.0,0.0,24.7,91,0,0,0,0,0,0,0.0
2014-02-01,Tambaram,0.0,0.0,23.8,95,0,0,0,0,0,0,0.0
2014-02-01,Anna Nagar,0.0,0.0,23.6,97,0,0,0,0,0,0,0.0
2014-02-01,T Nagar,0.0,0.0,24.5,93,0,0,0,0,0,0,0.0
2014-02-01,Porur,0.0,0.0,24.0,98,0,0,0,0,0,0,0.0
2014-02-01,Perambur,0.0,0.0,24.2,99,0,0,0,0,0,0,0.0
2014-02-01,Chromepet,0.0,0.0,24.4,96,0,0,0,0,0,0,0.0
2014-02-01,Sholinganallur,0.0,0.0,24.7,101,0,0,0,0,0,0,0.0
2014-02-01,Guindy,0.0,0.0,24.7,89,0,0,0,0,0,0,0.0
2014-02-02,Adyar,0.0,0.0,24.0,94,0,0,0,0,0,0,0.0
2014-02-02,Velachery,0.0,0.0,24.2,83,0,0,0,0,0,0,0.0
