date,zone,ookla_avg_speed,device_pct_weak,sustained_minutes,trai_match,blackout_trigger,is_blackout
2014-02-10,Anna Nagar,43.16,0.142,0,0,0,0
2014-02-10,T Nagar,28.91,0.102,0,0,0,0
2014-02-10,Porur,50.18,0.132,0,0,0,0
2014-02-10,Perambur,78.68,0.145,0,0,0,0
2014-02-10,Chromepet,0.9,0.406,205,1,1,1
2014-02-10,Sholinganallur,57.77,0.064,0,0,0,0
2014-02-10,Guindy,59.24,0.033,0,0,0,0
2014-02-11,Adyar,68.41,0.104,0,0,0,0
2014-02-11,Velachery,57.84,0.088,0,0,0,0
2014-02-11,Tambaram,49.95,0.019,0,0,0,0
2014-02-11,Anna Nagar,26.7,0.116,0,0,0,0
2014-02-11,T Nagar,51.47,0.051,0,0,0,0
2014-02-11,Porur,37.17,0.026,0,0,0,0
2014-02-11,Perambur,42.71,0.118,0,0,0,0
2014-02-11,Chromepet,39.81,0.126,0,0,0,0
2014-02-11,Sholinganallur,70.13,0.097,0,0,0,0
2014-02-11,Guindy,67.01,0.042,0,0,0,0
2014-02-12,Adyar,71.49,0.15,0,0,0,0
2014-02-12,Velachery,56.97,0.033,0,0,0,0
2014-02-12,Tambaram,67.35,0.146,0,0,0,0
2014-02-12,Anna Nagar,16.85,0.09,0,0,0,0
2014-02-12,T Nagar,20.13,0.138,0,0,0,0
2014-02-12,Porur,17.11,0.018,0,0,0,0
2014-02-12,Perambur,63.64,0.071,0,0,0,0
2014-02-12,Chromepet,48.43,0.025,0,0,0,0
2014-02-12,Sholinganallur,41.23,0.117,0,0,0,0
2014-02-12,Guindy,73.36,0.061,0,0,0,0
2014-02-13,Adyar,18.73,0.117,0,0,0,0
2014-02-13,Velachery,40.4,0.073,0,0,0,0
2014-02-13,Tambaram,13.39,0.091,0,0,0,0
2014-02-13,Anna Nagar,69.14,0.107,0,0,0,0
2014-02-13,T Nagar,35.31,0.064,0,0,0,0
2014-02-13,Porur,48.13,0.132,0,0,0,0
2014-02-13,Perambur,35.57,0.058,0,0,0,0
2014-02-13,Chromepet,58.28,0.049,0,0,0,0
2014-02-13,Sholinganallur,41.73,0.128,0,0,0,0
2014-02-13,Guindy,59.5,0.027,0,0,0,0
2014-02-14,Adyar,55.86,0.069,0,0,0,0
2014-02-14,Velachery,65.6,0.035,0,0,0,0
2014-02-14,Tambaram,34.79,0.065,0,0,0,0
2014-02-14,Anna Nagar,73.07,0.022,0,0,0,0
2014-02-14,T Nagar,71.27,0.082,0,0,0,0
2014-02-14,Porur,24.57,0.106,0,0,0,0
2014-02-14,Perambur,36.21,0.075,0,0,0,0
2014-02-14,Chromepet,60.0,0.095,0,0,0,0
2014-02-14,Sholinganallur,61.58,0.05,0,0,0,0
2014-02-14,Guindy,22.79,0.057,0,0,0,0
2014-02-15,Adyar,16.19,0.118,0,0,0,0
2014-02-15,Velachery,43.26,0.12,0,0,0,0
2014-02-15,Tambaram,36.96,0.056,0,0,0,0
2014-02-15,Anna Nagar,38.22,0.069,0,0,0,0
2014-02-15,T Nagar,34.27,0.116,0,0,0,0
2014-02-15,Porur,43.66,0.016,0,0,0,0
2014-02-15,Perambur,18.4,0.14,0,0,0,0
2014-02-15,Chromepet,36.9,0.124,0,0,0,0
2014-02-15,Sholinganallur,50.08,0.028,0,0,0,0
2014-02-15,Guindy,35.62,0.131,0,0,0,0
2014-02-16,Adyar,69.4,0.111,0,0,0,0
2014-02-16,Velachery,56.36,0.146,0,0,0,0
2014-02-16,Tambaram,22.38,0.108,0,0,0,0
2014-02-16,Anna Nagar,16.95,0.073,0,0,0,0
2014-02-16,T Nagar,48.11,0.092,0,0,0,0
2014-02-16,Porur,42.93,0.145,0,0,0,0
2014-02-16,Perambur,61.25,0.131,0,0,0,0
2014-02-16,Chromepet,56.93,0.024,0,0,0,0
2014-02-16,Sholinganallur,11.26,0.122,0,0,0,0
2014-02-16,Guindy,52.61,0.041,0,0,0,0
2014-02-17,Adyar,41.92,0.041,0,0,0,0
2014-02-17,Velachery,69.66,0.101,0,0,0,0
2014-02-17,Tambaram,54.48,0.052,0,0,0,0
2014-02-17,Anna Nagar,74.14,0.105,0,0,0,0
2014-02-17,T Nagar,44.11,0.149,0,0,0,0
2014-02-17,Porur,75.11,0.14,0,0,0,0
2014-02-17,Perambur,9.77,0.035,0,0,0,0
2014-02-17,Chromepet,13.66,0.094,0,0,0,0
2014-02-17,Sholinganallur,57.19,0.029,0,0,0,0
2014-02-17,Guindy,19.38,0.072,0,0,0,0
2014-02-18,Adyar,14.12,0.07,0,0,0,0
2014-02-18,Velachery,26.17,0.017,0,0,0,0
